word,contSpam,contHam
b4190604,2,0
bbd,0,1
pimples,0,1
pooja,0,1
sweatter,0,1
ambitious,0,1
miiiiiiissssssssss,0,1
tunji,0,1
6missed,0,1
frndz,0,1
iz,0,2
misscall,0,1
yellow,0,1
88888,1,0
frog,1,0
mad1,1,0
mad2,1,0
tall,0,1
doubt,0,1
handle,0,1
avenge,0,1
note,0,2
robs,0,1
japanese,0,1
proverb,0,1
strike,0,2
choices,0,1
coin,0,1
gudni8,0,1
toss,0,1
dancin,0,1
explicitly,0,1
nora,0,1
gayle,0,1
crucify,0,1
butting,0,1
freedom,0,1
moved,0,3
vs,0,1
cedar,0,1
durham,0,1
reserved,0,1
seat,0,2
69855,1,0
porn,3,0
sf,1,0
stopbcm,1,0
painting,0,2
wall,0,1
groovy,0,1
groovying,0,1
printer,0,1
acnt,0,1
harish,0,1
transfred,0,1
nowadays,0,2
shaping,0,1
showrooms,0,1
attending,0,1
talks,0,1
doinat,0,1
probs,0,2
callon,0,1
swatch,0,2
dress,0,2
ganesh,0,2
pdate_now,1,0
yhl,1,0
collecting,0,3
configure,0,1
trips,0,1
anal,0,1
pears,0,1
helloooo,0,1
welcomes,0,1
celebrate,0,2
oooooh,0,1
09058094454,1,0
54,2,0
expiry,1,0
resubmit,1,0
2geva,0,1
mint,0,1
humans,0,1
studyn,0,1
everyboy,0,1
wuld,0,1
xxxxxxxx,0,1
1thing,0,1
answr,0,1
solved,0,2
flaked,0,2
liquor,0,1
loko,0,1
730,0,1
lined,0,1
ing,0,2
laughs,0,1
tm,0,3
fireplace,0,1
icon,0,1
08712400200,1,0
fifth,0,1
weasels,0,1
woozles,0,1
08718723815,1,0
gary,0,2
machines,0,1
fucks,0,1
sake,0,1
ignorant,0,1
mys,0,1
bruce,0,1
downs,0,1
fletcher,0,1
08714714011,1,0
teaching,0,2
bowls,0,1
cozy,0,1
buzzzz,0,1
chest,0,1
shake,0,1
vibrator,0,1
brief,0,1
cons,0,1
covers,0,2
description,0,1
fusion,0,1
history,0,2
iter,0,1
jet,0,1
nuclear,0,1
pros,0,1
trends,0,1
doesdiscount,0,1
ikno,0,1
shitinnit,0,1
abi,0,3
jabo,0,1
maniac,1,0
slower,1,0
agidhane,0,1
chinnu,0,1
hogidhe,0,1
manege,0,1
sapna,0,1
swalpa,0,1
crckt,0,1
footbl,0,1
swell,0,1
bollox,0,1
tim,0,1
tol,0,1
hang,0,2
ingredients,0,1
bell,0,1
pocy,0,1
non,0,1
4qf2,1,0
senor,0,1
giggle,0,1
nvq,0,1
person2die,0,1
possibly,0,1
professional,1,0
tiger,1,0
woods,1,0
reboot,0,1
grinder,0,1
pt2,1,0
buyers,0,1
figuring,0,1
entirely,0,1
understood,0,2
disconnected,0,1
phoned,0,1
matters,0,1
offcampus,0,1
onluy,0,1
improved,2,0
riley,0,1
ew,0,1
wesley,0,1
lingo,0,1
400mins,1,0
j5q,1,0
hm,0,2
2exit,1,0
69200,1,0
chrgd,1,0
salon,0,2
afternoons,0,1
approaching,0,1
childrens,0,1
dasara,0,1
evenings,0,2
festival,0,1
fools,0,1
independence,0,1
mornings,0,1
raj,0,1
rememberi,0,1
republic,0,1
sankranti,0,1
shivratri,0,1
teachers,0,1
ugadi,0,1
daywith,0,1
greeting,0,1
joys,0,1
lifeis,0,1
somewheresomeone,0,1
tosend,0,1
selflessness,0,1
initiate,0,1
tallent,0,1
wasting,0,1
payment,0,2
portal,0,1
t4get2text,0,1
lennon,0,1
bothering,0,1
clearing,0,2
crab,0,1
dwn,0,1
footprints,0,1
fox,0,1
frndsship,0,1
shore,0,2
waves,0,1
slaaaaave,0,1
summon,0,1
33,0,1
appendix,0,1
changes,0,1
range,0,2
slob,0,1
smiled,0,1
topic,0,1
webpage,0,1
yeesh,0,1
gotbabes,1,0
hunks,1,0
subscriptions,1,0
unsubscribed,1,0
admin,0,1
gopalettan,0,1
participate,0,1
08712400603,1,0
abroad,1,0
stopcost,1,0
visionsms,1,0
xxsp,1,0
agent,1,0
goodies,1,0
mat,1,0
ay,0,1
andros,0,2
steal,0,1
isaiah,0,1
meets,0,1
foot,0,2
penis,0,2
expert,0,1
sigh,0,1
thinl,0,1
importantly,0,1
tightly,0,1
alwa,0,1
books,0,2
eveb,0,1
fal,0,1
fals,0,1
madodu,0,1
nammanna,0,1
nav,0,1
pretsorginta,0,1
pretsovru,0,1
vth,0,1
wnevr,0,1
yen,0,1
window,0,1
lord,1,0
rings,1,0
soundtrack,1,0
stdtxtrate,1,0
pc1323,0,1
phyhcmk,0,1
sg,0,1
emigrated,0,1
hopeful,0,1
olol,0,1
hill,0,2
stagwood,0,1
victors,0,1
winterstone,0,1
jp,0,1
mofo,0,1
enketa,0,1
maraikara,0,1
pathaya,0,1
priest,0,1
reserves,0,1
intrude,0,1
walkabout,0,1
announced,0,1
blog,0,1
cashed,0,1
08708034412,1,0
28th,1,0
removal,1,0
prove,0,3
blow,1,1
footie,0,1
neville,0,1
phil,0,1
abbey,0,1
returning,0,1
knowing,0,2
punj,0,1
200p,1,0
classic,1,0
str8,1,0
cancelled,0,1
sacked,0,1
thurs,2,3
32323,1,0
35p,1,0
clip,1,0
lookatme,1,0
mmsto,1,0
barred,0,1
decking,0,1
dungerees,0,1
punch,0,1
twat,0,1
mentionned,0,1
vat,1,0
planned,0,2
agalla,0,1
eerulli,0,1
grl,0,1
hogli,0,1
hogolo,0,1
kodstini,0,1
kodthini,0,1
madstini,0,1
mutai,0,1
illspeak,0,1
messed,0,1
neway,0,2
shudvetold,0,1
thasa,0,1
u2moro,0,1
urgran,0,1
countinlots,0,1
gr8fun,0,1
likeyour,0,1
mecause,0,1
okden,0,1
tex,0,1
uin,0,1
updat,0,1
werebored,0,1
xxxxx,1,1
count,0,2
tagged,0,1
challenge,0,1
casing,0,1
hdd,0,1
opened,0,1
08718725756,1,0
09053750005,1,0
140ppm,1,0
310303,1,0
asus,0,1
randomly,0,1
reformat,0,1
otside,0,1
plumbers,0,1
tape,0,3
wrench,0,1
bcum,0,1
films,2,1
appeal,0,1
director,0,1
thriller,0,1
elephant,0,1
shove,0,1
size,0,1
um,0,1
cr,0,1
pookie,0,1
wouldn,0,2
nri,0,1
08712101358,1,0
x2,0,1
deserve,0,1
tight,0,1
lick,0,3
diddy,0,1
neighbor,0,1
toothpaste,0,1
av,0,1
everyday,0,2
poking,0,1
curious,0,2
coccooning,0,1
auto,0,2
mus,0,1
1im,0,1
newquay,0,1
postcard,0,2
talkin,0,1
bread,0,1
windy,0,1
09066358361,1,0
y87,1,0
mahal,0,2
tirunelvai,0,1
dusk,0,1
puzzles,0,1
09065989180,1,0
x29,1,0
phews,0,1
stairs,0,1
luvs,0,1
praying,0,2
relation,0,1
earning,0,1
recycling,0,1
toledo,0,1
ding,0,1
feng,0,1
reservations,0,1
tai,0,1
allowed,0,1
swimsuit,0,1
necessary,0,1
shared,0,2
watever,0,1
frndshp,0,1
hug,0,3
lik,0,2
luvd,0,1
squeeeeeze,0,1
asks,0,3
arise,0,1
aroundn,0,1
disasters,0,1
erupt,0,1
hurricanes,0,1
sway,0,1
volcanoes,0,1
lighters,0,1
lasagna,0,1
chickened,0,1
messaged,0,2
woould,0,1
08718726978,1,0
deus,0,1
300,4,0
3510i,3,0
44,1,0
7732584351,1,0
deliveredtomorrow,2,0
broad,0,1
canal,0,1
spile,0,1
tap,0,1
engin,0,1
edge,0,2
bhayandar,0,1
east,0,1
peripherals,0,1
raviyog,0,1
howard,0,2
sunoco,0,1
musical,0,1
leftovers,0,1
plate,0,1
cooked,0,1
starving,0,1
cheat,0,1
fatty,0,1
badrith,0,1
owe,0,1
checkin,0,1
armenia,0,1
block,0,1
swann,0,1
09058097189,1,0
09061221066,2,0
fromm,2,0
1120,0,1
1205,0,1
330,0,1
justify,0,1
ruining,0,1
smoking,0,3
wylie,0,1
meds,0,2
hunt,0,1
in2,0,2
1131,1,0
5226,1,0
hava,1,0
adrian,1,0
rct,1,0
thnq,1,0
vatian,1,0
babysitting,0,1
everyones,0,1
aboutas,0,1
asthere,0,1
breakin,0,1
buttheres,0,1
gonnamissu,0,1
merememberin,0,1
ofsi,0,1
yaxx,0,1
bajarangabali,0,1
dodda,0,1
ee,0,1
hanuman,0,1
hanumanji,0,1
idu,0,1
inde,0,1
ivatte,0,1
janarige,0,1
kalisidare,0,1
keluviri,0,1
mahaveer,0,1
maretare,0,1
maruti,0,1
matra,0,1
nalli,0,1
neglet,0,1
odalebeku,0,1
olage,0,1
ondu,0,1
pavanaputra,0,1
poortiyagi,0,1
problum,0,1
ramaduth,0,1
sankatmochan,0,1
siguviri,0,1
easily,0,1
ijust,0,1
talked,0,1
opps,0,1
dl,0,1
gei,0,1
tron,0,1
selfish,0,1
spiffing,0,1
workage,0,1
craving,0,1
babysit,0,1
supose,0,1
embassy,0,1
spaces,0,1
checkboxes,0,1
custom,0,1
lightly,0,1
batsman,0,1
sac,0,1
yetty,0,1
jiayin,0,1
09050000928,1,0
pobox45w2tg150p,2,0
forgotten,0,1
cheating,0,1
mathematics,0,1
reverse,0,1
2waxsto,0,1
basic,0,2
emailed,0,1
yifeng,0,1
slurp,0,1
3miles,0,1
minimum,0,1
barolla,0,1
brainless,0,1
doll,0,1
madoke,0,1
sariyag,0,1
vehicle,0,1
07090201529,1,0
postponed,0,1
stocked,0,1
elaine,0,1
tiime,0,1
afternon,0,1
interviews,0,1
resizing,0,1
09066364349,1,0
box434sk38wp150ppm18,1,0
drunken,0,1
opposed,0,1
08081263000,1,0
83332,1,0
billed,1,0
refunded,1,0
shortcode,1,0
somerset,0,1
nigpun,0,1
overtime,0,1
dismissial,0,1
screwd,0,1
08712402972,1,0
bull,0,1
floating,0,1
mess,0,1
09058095201,1,0
heehee,0,1
arithmetic,0,1
percentages,0,1
chillaxin,0,1
crisis,0,1
das,0,1
iknow,0,1
peril,0,1
studentfinancial,0,1
wellda,0,1
monster,0,1
____,0,2
ias,0,2
ths,0,2
obey,0,1
uhhhhrmm,0,1
mb,0,1
400,2,0
600,1,0
deltomorrow,1,0
09066368470,1,0
24m,1,0
08448714184,1,0
68866,1,0
landlineonly,1,0
smartcall,1,0
subscriptn3gbp,1,0
callback,1,0
mths,2,0
orno,1,0
09099726553,1,0
carlie,1,0
fink,1,0
lkpobox177hp51fl,1,0
minmobsmore,1,0
promised,1,0
athome,0,1
youphone,0,1
youwanna,0,1
helpful,0,1
hypotheticalhuagauahahuagahyuhagga,0,1
jack,0,1
pretend,0,1
brainy,0,1
affections,0,1
celebrated,0,1
desires,0,1
occasion,0,1
reflection,0,1
traditions,0,1
values,0,1
anythingtomorrow,0,1
aretaking,0,1
cantdo,0,1
katexxx,0,1
myparents,0,1
outfor,0,1
level,0,1
gate,0,1
89105,1,0
bridal,1,0
lingerie,1,0
petticoatdreams,1,0
wedding,1,1
weddingfriend,1,0
board,0,1
inst,0,1
overheating,0,1
reslove,0,1
western,0,1
outta,0,1
amplikater,0,1
atrocious,0,1
bambling,0,1
champlaxigating,0,1
entropication,0,1
fidalfication,0,1
junna,0,1
laxinorficated,0,1
masteriastering,0,1
notixiquating,0,1
oblisingately,0,1
opted,0,1
wotz,0,1
01223585236,1,0
knickers,1,0
nikiyu4,1,0
a30,0,1
accident,0,1
divert,0,1
wadebridge,0,1
1030,0,1
orc,0,1
vill,0,1
447797706009,2,0
bloomberg,2,0
careers,2,0
seeking,0,1
priscilla,0,1
wisdom,0,3
inform,0,3
wherre,0,1
phone750,1,0
frank,0,1
resolution,0,1
logoff,0,1
kent,0,2
parkin,0,1
vale,0,2
asa,0,1
cann,0,1
09050000878,1,0
83049,2,0
unbreakable,2,0
unkempt,2,0
untamed,2,0
wan2,2,0
westlife,2,0
charming,0,1
prince,0,1
mention,0,1
served,0,1
arnt,0,1
xxxxxxxxxxxxxx,0,1
cdgt,2,0
dorothy,1,0
explosive,2,0
granite,2,0
kiefer,1,0
nasdaq,2,0
symbol,2,1
allalo,0,1
alle,0,1
eppolum,0,1
mone,0,1
fundamentals,0,1
1mega,0,1
3optical,0,1
5digital,0,1
dooms,0,1
pixels,0,1
js,0,1
noi,0,1
burgundy,0,1
captaining,0,1
base,0,2
amrita,0,1
placement,0,1
bpo,0,1
profile,0,1
nighters,0,1
persevered,0,1
regretted,0,1
4give,0,1
pmt,0,1
shldxxxx,0,1
spouse,0,1
sumthin,0,2
scenario,0,1
2mwen,0,1
fonin,0,1
frmcloud,0,1
nytho,0,1
spun,0,1
tx,0,1
wrld,0,1
09071517866,1,0
150ppmpobox10183bhamb64xe,1,0
pounded,0,1
devouring,0,1
lion,0,2
airtel,0,1
broadband,0,1
installation,0,1
processed,0,1
tensed,0,1
coughing,0,1
prolly,0,2
sprint,0,1
warned,0,1
gower,0,1
morrow,0,1
08701752560,1,0
450p,1,0
69669,1,0
9yt,1,0
chik,1,0
e14,1,0
filth,1,0
saristar,1,0
stop2,1,0
420,0,1
1st4terms,1,0
9061100010,1,0
mobcudb,1,0
wire3,1,0
sabarish,0,1
jaya,0,2
09050000460,1,0
box245c2150pm,1,0
j89,1,0
flea,0,1
forums,0,2
inpersonation,0,1
banneduk,1,0
71,1,0
highest,1,0
maximum,1,0
arises,0,1
facts,0,1
hari,0,1
known,0,1
lesser,0,1
mumtaz,0,1
shahjahan,0,1
taj,0,1
wifes,0,1
69101,1,0
rtf,1,0
sphosting,1,0
geting,0,1
webadres,0,1
18p,1,0
incredible,1,0
o2fwd,1,0
ship,0,1
maturity,0,1
confirmed,0,2
passport,0,1
independently,0,1
multiply,0,1
showed,0,1
twins,0,1
02085076972,1,0
ltdhelpdesk,1,0
strt,1,0
cyclists,0,1
equally,0,1
pesky,0,1
uneventful,0,1
adi,0,1
entey,0,1
kittum,0,1
nattil,0,1
kavalan,0,1
hire,0,1
hitman,0,1
09066660100,1,0
2309,1,0
causing,0,1
conserve,0,1
cps,0,1
outages,0,1
voted,0,1
epi,0,1
bare,0,1
bhaskar,0,1
dubsack,0,2
gong,0,1
kaypoh,0,1
basketball,0,1
outdoors,0,1
interfued,0,1
macho,0,2
blank,0,2
listed,0,1
apology,0,1
audition,0,2
forth,0,1
harlem,0,1
hustle,0,1
fats,0,1
workout,0,1
zac,0,1
tonights,1,0
hui,0,1
lib,0,1
xin,0,1
difference,0,1
versus,0,1
underdtand,0,1
locaxx,0,1
muchxxlove,0,1
07090298926,1,0
9307622,1,0
bandages,0,1
despite,0,2
skateboarding,0,1
thrown,0,1
winds,0,1
1146,1,0
gbp4,1,0
html,1,0
mfl,1,0
fell,0,1
hectic,0,1
swoop,0,1
doggin,1,0
dogs,1,0
wamma,1,0
langport,0,2
virtual,0,1
apnt,0,1
senthil,0,2
pants,0,1
go2sri,0,1
lanka,0,1
forevr,0,2
gudnyt,0,1
merely,0,1
relationship,0,1
wherevr,0,1
mistakes,0,1
plum,0,1
smacks,0,1
50s,0,1
alot,0,1
formatting,0,1
attracts,0,1
8714714,1,0
promotion,1,0
vegas,0,1
lancaster,0,1
lou,0,1
soc,0,1
advising,0,1
bsn,0,1
lobby,0,1
showered,0,1
texted,0,1
ything,0,1
lubly,0,1
vewy,0,1
087147123779am,1,0
catches,0,1
domain,0,1
nusstu,0,1
specify,0,1
bari,0,1
ertini,0,1
hudgi,0,1
pataistha,0,1
yorge,0,1
hasbro,0,1
hoops,0,1
jump,0,1
ummifying,0,1
associate,0,1
rip,0,1
uterus,0,1
jacuzzi,0,1
pool,0,2
09065989182,2,0
txtstar,1,0
x49,2,0
2nights,1,0
uve,1,0
wildest,1,0
aldrine,0,1
rtm,0,1
sources,0,1
unhappiness,0,1
4wrd,0,1
colleg,0,1
espe,0,1
events,0,1
functions,0,1
irritated,0,1
necesity,0,1
takecare,0,1
witout,0,1
wth,0,1
wthout,0,1
univ,0,1
burrito,0,1
rajas,0,1
cnn,0,1
confirmd,0,1
disconnect,0,1
ibn,0,1
terrorist,0,1
verified,0,1
stitch,0,1
trouser,0,1
146tf150p,1,0
cheetos,0,1
shangela,0,1
synced,0,1
goodfriend,0,1
hppnss,0,1
sorrow,0,1
08704439680,1,0
passes,1,0
poo,0,1
gloucesterroad,0,1
uup,0,1
ouch,0,1
stayed,0,1
forgiveness,0,1
fruit,0,1
stone,0,1
glo,0,1
09058095107,1,0
s3xy,1,0
eaten,0,2
wlcome,0,1
timi,0,1
30pp,1,0
5free,1,0
69866,1,0
age23,1,0
blonde,1,0
help08718728876,1,0
increments,1,0
mila,1,0
mtalk,1,0
1stone,0,1
atlast,0,1
fishrman,0,1
sack,0,1
stones,0,1
strtd,0,1
throwin,0,1
08717895698,1,0
mobstorequiz10ppm,1,0
physics,0,1
delicious,0,1
praveesh,0,1
beers,0,1
desert,0,1
salad,0,1
whore,0,1
funk,1,0
tones2u,1,0
08712466669,1,0
jocks,1,0
nat,1,0
scallies,1,0
skins,1,0
twinks,1,0
flood,0,1
beads,0,1
nitro,0,1
section,0,1
wishlist,0,1
sold,0,1
creative,0,1
getiing,0,1
reffering,0,1
brownies,0,1
weirdy,0,1
09061701851,1,0
12hours,1,0
k61,1,0
restrict,0,1
funeral,0,1
vivek,0,1
74355,1,0
tnc,1,0
brah,0,2
possession,0,1
greece,0,1
passwords,0,1
protect,0,1
sensitive,0,1
sib,0,1
recorded,0,1
someday,0,1
grandfather,0,1
09061104276,1,0
75max,1,0
blu,1,0
concert,1,0
november,1,0
spot,0,1
yuou,0,1
ipad,0,1
bunch,0,1
lotto,0,1
bird,0,2
purchases,0,1
authorise,0,1
45pm,0,1
gimmi,0,1
goss,0,1
ystrday,0,1
chile,0,1
subletting,0,1
ammae,0,1
steering,0,1
sleeps,0,1
required,0,1
rounder,0,1
batchlor,0,1
ji,0,1
lambu,0,1
zoom,0,1
08717890890,1,0
62220cncl,1,0
stopcs,1,0
cheese,0,2
0430,1,0
1b6a5ecef91ff9,1,0
37819,1,0
index,1,0
jul,1,0
tms,1,0
true18,1,0
widelive,1,0
wml,1,0
chg,1,0
cst,1,0
xafter,1,0
enemies,0,1
hearted,0,1
pure,0,1
smiley,0,1
gail,0,1
yaxxx,0,1
theoretically,0,1
hooked,0,1
formally,0,1
multimedia,0,1
hsbc,0,1
accounting,0,1
agency,0,1
delayed,0,1
housing,0,1
renting,0,1
vague,0,1
nicky,0,1
presents,0,1
gumby,0,1
44345,1,0
alto18,1,0
asp,1,0
wave,1,0
sized,0,1
springs,0,1
tarpon,0,1
cab,0,1
steps,0,1
limited,0,1
hf8,1,0
09061702893,1,0
08719181259,1,0
26,1,0
radiator,0,1
proper,0,1
tongued,0,1
shorts,0,1
qi,0,1
suddenly,0,1
born,0,1
eek,0,2
flurries,0,1
melt,0,1
babygoodbye,1,0
dontcha,1,0
golddigger,1,0
pushbutton,1,0
real1,1,0
webeburnin,1,0
perform,0,1
cards,0,1
rebooting,0,1
nigh,0,1
cable,0,1
nooooooo,0,1
outage,0,1
sos,0,1
playin,0,1
guoyang,0,1
dengra,0,1
rahul,0,1
antelope,0,1
contention,0,1
fieldof,0,1
selfindependence,0,1
toplay,0,1
barkleys,1,0
gnarls,1,0
borderline,0,1
545,0,1
nightnight,0,1
possibility,0,1
grooved,0,1
affairs,0,2
mising,0,1
195,1,0
6669,1,0
secured,1,0
unsecured,1,0
eckankar,0,1
fakeye,0,1
lanre,0,1
3000,1,0
09061743386,1,0
degrees,0,1
heater,0,1
dodgey,0,1
674,1,0
asssssholeeee,0,1
seing,0,1
blokes,0,1
buddy,0,1
ceri,0,1
dreamz,0,1
rebel,0,1
84484,1,0
nationwide,0,1
newport,0,1
juliana,0,1
eta,0,1
nachos,0,1
dizzamn,0,1
suitemates,0,1
nimbomsons,0,1
continent,0,1
0871750,1,0
77,1,0
housewives,1,0
landlines,1,0
087104711148,1,0
emerging,0,1
fiend,0,1
hesitant,0,1
impede,0,1
400thousad,0,1
60,0,1
essay,0,1
nose,0,1
tram,0,1
vic,0,1
coherently,0,1
echo,1,0
triple,1,0
afew,0,1
cusoon,0,1
gran,0,1
honi,0,1
onlyfound,0,1
bx526,1,0
dial,1,0
california,0,1
southern,0,1
university,0,2
macleran,0,1
rayan,0,1
balls,0,1
mandara,0,1
olave,0,1
trishul,0,1
hoo,0,1
woo,0,1
panties,0,1
thout,0,1
09066364311,1,0
carlin,0,1
flatter,0,1
pints,0,1
literally,0,1
ciao,0,1
starve,0,1
impression,0,1
darkness,0,1
motivate,0,1
wknd,0,1
heltini,0,1
iyo,0,1
kothi,0,1
trusting,0,1
uttered,0,1
yalrigu,0,1
noice,0,1
esaplanade,0,1
08709501522,1,0
139,1,0
2wu,1,0
accessible,1,0
la3,1,0
occurs,0,1
enna,0,1
kalaachutaarama,0,1
prof,0,1
sem,0,1
student,0,1
coco,0,1
sporadically,0,1
09064017305,1,0
pobox75ldns7,1,0
38,1,0
kath,1,0
manchester,1,0
persolvo,1,0
tbs,1,0
burden,0,1
08717111821,1,0
noworriesloans,1,0
actual,0,1
harder,0,1
nbme,0,1
sickness,0,1
villa,1,0
sathya,0,1
gam,0,1
religiously,0,1
smash,0,1
heroes,1,0
tips,1,0
07973788240,1,0
08715203649,1,0
dealing,0,1
muhommad,0,1
penny,0,1
doc,0,2
fiting,0,1
load,0,1
mj,0,1
elaborate,0,1
unconvinced,0,1
willpower,0,1
absence,0,1
value,0,1
answerin,0,1
reasonable,0,1
evey,0,1
mnth,0,1
prin,0,1
08714342399,1,0
50rcvd,1,0
gigolo,1,0
gsoh,1,0
mens,1,0
mjzgroup,1,0
oncall,1,0
spam,1,0
ashwini,0,1
08707500020,1,0
09061790125,1,0
ukp,1,0
casting,0,1
skinny,0,1
thet,0,1
elections,0,1
116,0,1
amrca,0,1
camp,0,1
hlday,0,1
serena,0,1
prescribed,0,1
kappa,0,1
meatballs,0,1
approve,0,1
panalam,0,1
spjanuary,1,0
fortune,0,1
allday,0,1
piss,0,1
perf,0,1
outsider,0,1
receipts,0,1
98321561,0,1
familiar,0,1
depression,0,1
infact,0,1
band,1,0
simpsons,1,0
kip,0,1
shite,0,1
hont,0,1
amanda,1,0
regard,1,0
renewing,1,0
subject,1,0
upgrading,1,0
nannys,0,1
perspective,0,1
puts,0,1
conveying,0,1
debating,0,1
wtlp,1,0
guessing,0,1
jb,0,1
florida,0,1
hidden,0,1
royal,0,1
tog,0,1
TOTAL DOC,565,3614
